created_date,publication_id,parent_id,article_id,rating,funny,wow,sad,likes,disagree,toxicity,severe_toxicity,obscene,sexual_explicit,identity_attack,insult,threat,male,female,transgender,other_gender,heterosexual,homosexual_gay_or_lesbian,bisexual,other_sexual_orientation,christian,jewish,muslim,hindu,buddhist,atheist,other_religion,black,white,asian,latino,other_race_or_ethnicity,physical_disability,intellectual_or_learning_disability,psychiatric_or_mental_illness,other_disability,identity_annotator_count,toxicity_annotator_count,clean,perturbed
2017-02-28 15:21:15.092383+00,54.0,,315629.0,rejected,1.0,0.0,0.0,0.0,1.0,1.0,0.1,0.1,0.0,0.6,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,trash the blanc kind,trashhhh the blanc kind
2017-04-30 12:00:02.199391+00,13.0,,330798.0,approved,0.0,0.0,0.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.0,he needs to tortured,he neeeddddss to tortured
2017-04-30 12:00:02.199391+00,13.0,,330798.0,approved,0.0,0.0,0.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.0,he needs to tortured,he NEEEEEDS to tortured
2017-10-01 15:06:28.773600+00,13.0,6061093.0,384045.0,approved,3.0,0.0,0.0,0.0,0.0,0.8,0.1,0.5,0.0,0.0,0.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,eat cake from sweet life damn dude that is cruel and inhuman,eat cake from sweet life Dammmnnnn dude that is cruel and inhuman
2017-10-01 15:06:28.773600+00,13.0,6061093.0,384045.0,approved,3.0,0.0,0.0,0.0,0.0,0.8,0.1,0.5,0.0,0.0,0.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,eat cake from sweet life damn dude that is cruel and inhuman,eat cake from sweet life daaammnn dude that is cruel and inhuman
2017-10-01 15:06:28.773600+00,13.0,6061093.0,384045.0,approved,3.0,0.0,0.0,0.0,0.0,0.8,0.1,0.5,0.0,0.0,0.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,eat cake from sweet life damn dude that is cruel and inhuman,eat cake from sweet life DAMNNNN dude that is cruel and inhuman
2017-07-28 20:40:37.185822+00,105.0,,360534.0,approved,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.0,0.0,0.0,0.1,0.9,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,why dont we just shoot them down,why dont we just Shooooot them down
2017-07-28 20:40:37.185822+00,105.0,,360534.0,approved,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.0,0.0,0.0,0.1,0.9,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,why dont we just shoot them down,why dont we just SH_T them down
2017-07-28 20:40:37.185822+00,105.0,,360534.0,approved,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.0,0.0,0.0,0.1,0.9,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,why dont we just shoot them down,why dont we just Shot them down
2017-01-22 18:44:01.371600+00,54.0,880126.0,163385.0,approved,1.0,0.0,0.0,0.0,1.0,0.8518518518518517,0.0,0.12962962962962962,0.0,0.0,0.8148148148148147,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,54.0,i see you choose to double down on stupid typical,i see you choose to double down on Stuuupidd typical
2017-01-22 18:44:01.371600+00,54.0,880126.0,163385.0,approved,1.0,0.0,0.0,0.0,1.0,0.8518518518518517,0.0,0.12962962962962962,0.0,0.0,0.8148148148148147,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,54.0,i see you choose to double down on stupid typical,i see you choose to double down on stupiddddd typical
2017-01-22 18:44:01.371600+00,54.0,880126.0,163385.0,approved,1.0,0.0,0.0,0.0,1.0,0.8518518518518517,0.0,0.12962962962962962,0.0,0.0,0.8148148148148147,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,54.0,i see you choose to double down on stupid typical,i see you choose to double down on stpd typical
2017-01-05 22:27:49.150495+00,54.0,795652.0,160170.0,rejected,0.0,0.0,0.0,0.0,0.0,0.8837209302325582,0.02325581395348837,0.06976744186046513,0.0,0.0,0.8372093023255814,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,43.0,yes that comment truly is stupid,yes that comment truly is STUPIDDDDD
2017-01-05 22:27:49.150495+00,54.0,795652.0,160170.0,rejected,0.0,0.0,0.0,0.0,0.0,0.8837209302325582,0.02325581395348837,0.06976744186046513,0.0,0.0,0.8372093023255814,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,43.0,yes that comment truly is stupid,yes that comment truly is Stuuupidd
2017-01-05 22:27:49.150495+00,54.0,795652.0,160170.0,rejected,0.0,0.0,0.0,0.0,0.0,0.8837209302325582,0.02325581395348837,0.06976744186046513,0.0,0.0,0.8372093023255814,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,43.0,yes that comment truly is stupid,yes that comment truly is stupiddddd
2017-05-03 10:30:30.459239+00,54.0,5207296.0,331450.0,approved,0.0,0.0,0.0,1.0,0.0,0.7301587301587301,0.015873015873015872,0.09523809523809523,0.0,0.0,0.7142857142857143,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,63.0,better by far to hold your silence and be thought stupid than to break your silence and confirm it,better by far to hold your silence and be thought stupiddddd than to break your silence and confirm it
2017-05-03 10:30:30.459239+00,54.0,5207296.0,331450.0,approved,0.0,0.0,0.0,1.0,0.0,0.7301587301587301,0.015873015873015872,0.09523809523809523,0.0,0.0,0.7142857142857143,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,63.0,better by far to hold your silence and be thought stupid than to break your silence and confirm it,better by far to hold your silence and be thought stpd than to break your silence and confirm it
2017-05-03 10:30:30.459239+00,54.0,5207296.0,331450.0,approved,0.0,0.0,0.0,1.0,0.0,0.7301587301587301,0.015873015873015872,0.09523809523809523,0.0,0.0,0.7142857142857143,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,63.0,better by far to hold your silence and be thought stupid than to break your silence and confirm it,better by far to hold your silence and be thought STUPIDDDDD than to break your silence and confirm it
2017-07-05 20:12:40.512679+00,55.0,5529998.0,351778.0,rejected,0.0,0.0,0.0,0.0,0.0,0.5142857142857142,0.07142857142857144,0.42857142857142855,0.028571428571428567,0.0,0.3857142857142857,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,70.0,shut the f u,shuuutt the f u
2017-07-05 20:12:40.512679+00,55.0,5529998.0,351778.0,rejected,0.0,0.0,0.0,0.0,0.0,0.5142857142857142,0.07142857142857144,0.42857142857142855,0.028571428571428567,0.0,0.3857142857142857,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,70.0,shut the f u,Shuttttt the f u
2017-07-05 20:12:40.512679+00,55.0,5529998.0,351778.0,rejected,0.0,0.0,0.0,0.0,0.0,0.5142857142857142,0.07142857142857144,0.42857142857142855,0.028571428571428567,0.0,0.3857142857142857,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,70.0,shut the f u,shuuuuuut the f u
2017-10-28 12:35:53.235435+00,54.0,,394278.0,rejected,0.0,0.0,0.0,0.0,0.0,0.5689655172413794,0.017241379310344827,0.017241379310344827,0.0,0.017241379310344827,0.5689655172413794,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,58.0,harper should shut up and get lost he was a disaster for canada,harper should shuuuuut up and get lost he was a disaster for canada
2017-10-28 12:35:53.235435+00,54.0,,394278.0,rejected,0.0,0.0,0.0,0.0,0.0,0.5689655172413794,0.017241379310344827,0.017241379310344827,0.0,0.017241379310344827,0.5689655172413794,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,58.0,harper should shut up and get lost he was a disaster for canada,harper should shuuutt up and get lost he was a disaster for canada
2017-10-28 12:35:53.235435+00,54.0,,394278.0,rejected,0.0,0.0,0.0,0.0,0.0,0.5689655172413794,0.017241379310344827,0.017241379310344827,0.0,0.017241379310344827,0.5689655172413794,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,58.0,harper should shut up and get lost he was a disaster for canada,harper should Shuttttt up and get lost he was a disaster for canada
2017-07-10 16:28:45.275355+00,102.0,,353700.0,approved,0.0,0.0,0.0,0.0,0.0,0.7972972972972973,0.027027027027027032,0.16216216216216214,0.0,0.0,0.7162162162162162,0.013513513513513514,,,,,,,,,,,,,,,,,,,,,,,,,0.0,74.0,anyone stupid enough to fall for such a scam should not be operating any kind of machinery or computer,anyone Stuuupidd enough to fall for such a scam should not be operating any kind of machinery or computer
2017-07-10 16:28:45.275355+00,102.0,,353700.0,approved,0.0,0.0,0.0,0.0,0.0,0.7972972972972973,0.027027027027027032,0.16216216216216214,0.0,0.0,0.7162162162162162,0.013513513513513514,,,,,,,,,,,,,,,,,,,,,,,,,0.0,74.0,anyone stupid enough to fall for such a scam should not be operating any kind of machinery or computer,anyone stupiddddd enough to fall for such a scam should not be operating any kind of machinery or computer
2017-07-10 16:28:45.275355+00,102.0,,353700.0,approved,0.0,0.0,0.0,0.0,0.0,0.7972972972972973,0.027027027027027032,0.16216216216216214,0.0,0.0,0.7162162162162162,0.013513513513513514,,,,,,,,,,,,,,,,,,,,,,,,,0.0,74.0,anyone stupid enough to fall for such a scam should not be operating any kind of machinery or computer,anyone stpd enough to fall for such a scam should not be operating any kind of machinery or computer
2016-10-27 02:43:01.863139+00,21.0,555720.0,149681.0,approved,0.0,0.0,0.0,2.0,0.0,0.8253968253968254,0.0,0.20634920634920634,0.0,0.0,0.7777777777777779,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,63.0,stupid comes to mind blind loyalty to the point of insanity,STUPIDDDDD comes to mind blind loyalty to the point of insanity
2016-10-27 02:43:01.863139+00,21.0,555720.0,149681.0,approved,0.0,0.0,0.0,2.0,0.0,0.8253968253968254,0.0,0.20634920634920634,0.0,0.0,0.7777777777777779,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,63.0,stupid comes to mind blind loyalty to the point of insanity,Stuuupidd comes to mind blind loyalty to the point of insanity
2016-10-27 02:43:01.863139+00,21.0,555720.0,149681.0,approved,0.0,0.0,0.0,2.0,0.0,0.8253968253968254,0.0,0.20634920634920634,0.0,0.0,0.7777777777777779,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,63.0,stupid comes to mind blind loyalty to the point of insanity,stupiddddd comes to mind blind loyalty to the point of insanity
2017-07-26 19:18:34.116385+00,54.0,5663032.0,359520.0,approved,1.0,0.0,0.0,0.0,0.0,0.8727272727272726,0.01818181818181818,0.09090909090909093,0.0,0.054545454545454536,0.8545454545454545,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,55.0,is don cherry and his stupid military hag behavior still around,is don cherry and his stpd military hag behavior still around
2017-07-26 19:18:34.116385+00,54.0,5663032.0,359520.0,approved,1.0,0.0,0.0,0.0,0.0,0.8727272727272726,0.01818181818181818,0.09090909090909093,0.0,0.054545454545454536,0.8545454545454545,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,55.0,is don cherry and his stupid military hag behavior still around,is don cherry and his STUPIDDDDD military hag behavior still around
2017-07-26 19:18:34.116385+00,54.0,5663032.0,359520.0,approved,1.0,0.0,0.0,0.0,0.0,0.8727272727272726,0.01818181818181818,0.09090909090909093,0.0,0.054545454545454536,0.8545454545454545,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,55.0,is don cherry and his stupid military hag behavior still around,is don cherry and his Stuuupidd military hag behavior still around
2017-01-01 04:59:20.288661+00,54.0,,159338.0,approved,10.0,0.0,0.0,3.0,0.0,0.5945945945945946,0.040540540540540536,0.013513513513513514,0.0,0.013513513513513514,0.581081081081081,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,74.0,were not as dumb as you think we is,were not as DUMBBBB as you think we is
2017-01-01 04:59:20.288661+00,54.0,,159338.0,approved,10.0,0.0,0.0,3.0,0.0,0.5945945945945946,0.040540540540540536,0.013513513513513514,0.0,0.013513513513513514,0.581081081081081,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,74.0,were not as dumb as you think we is,were not as duuuuumb as you think we is
2017-08-23 11:03:27.013338+00,102.0,,369433.0,rejected,0.0,0.0,0.0,0.0,0.0,0.78,0.04,0.16,0.0,0.02,0.74,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,50.0,two legged trash,two legged TRRAAASSHH
2017-08-23 11:03:27.013338+00,102.0,,369433.0,rejected,0.0,0.0,0.0,0.0,0.0,0.78,0.04,0.16,0.0,0.02,0.74,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,50.0,two legged trash,two legged trashhhhh
2017-08-23 11:03:27.013338+00,102.0,,369433.0,rejected,0.0,0.0,0.0,0.0,0.0,0.78,0.04,0.16,0.0,0.02,0.74,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,50.0,two legged trash,two legged Trashhhhh
2017-07-28 16:49:00.636277+00,102.0,5676407.0,360321.0,approved,0.0,0.0,0.0,4.0,0.0,0.8333333333333333,0.0,0.0,0.0,0.0,0.8333333333333333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,saving health care for millions is stupid how do you mean that,saving health care for millions is stupiddddd how do you mean that
2017-07-28 16:49:00.636277+00,102.0,5676407.0,360321.0,approved,0.0,0.0,0.0,4.0,0.0,0.8333333333333333,0.0,0.0,0.0,0.0,0.8333333333333333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,saving health care for millions is stupid how do you mean that,saving health care for millions is stpd how do you mean that
2017-07-28 16:49:00.636277+00,102.0,5676407.0,360321.0,approved,0.0,0.0,0.0,4.0,0.0,0.8333333333333333,0.0,0.0,0.0,0.0,0.8333333333333333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,saving health care for millions is stupid how do you mean that,saving health care for millions is STUPIDDDDD how do you mean that
2017-06-29 00:55:04.798542+00,102.0,5493519.0,349633.0,approved,0.0,0.0,0.0,3.0,3.0,0.6818181818181818,0.0,0.030303030303030307,0.0,0.0,0.7121212121212122,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,66.0,agreed this is also a complete waste of time all over a plant so dumb,agreed this is also a complete waste of time all over a plant so DUMBBBB
2017-06-29 00:55:04.798542+00,102.0,5493519.0,349633.0,approved,0.0,0.0,0.0,3.0,3.0,0.6818181818181818,0.0,0.030303030303030307,0.0,0.0,0.7121212121212122,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,66.0,agreed this is also a complete waste of time all over a plant so dumb,agreed this is also a complete waste of time all over a plant so duuuuumb
2017-08-03 02:30:02.274291+00,102.0,5705868.0,362311.0,rejected,0.0,0.0,0.0,0.0,0.0,0.8928571428571429,0.0,0.14285714285714285,0.0,0.0,0.8035714285714286,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,56.0,what does your stupid comment have to do with this story,what does your Stuuupidd comment have to do with this story
2017-08-03 02:30:02.274291+00,102.0,5705868.0,362311.0,rejected,0.0,0.0,0.0,0.0,0.0,0.8928571428571429,0.0,0.14285714285714285,0.0,0.0,0.8035714285714286,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,56.0,what does your stupid comment have to do with this story,what does your stupiddddd comment have to do with this story
2017-08-03 02:30:02.274291+00,102.0,5705868.0,362311.0,rejected,0.0,0.0,0.0,0.0,0.0,0.8928571428571429,0.0,0.14285714285714285,0.0,0.0,0.8035714285714286,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,56.0,what does your stupid comment have to do with this story,what does your stpd comment have to do with this story
2016-08-26 05:36:45.891067+00,21.0,,144578.0,approved,0.0,0.0,0.0,11.0,0.0,0.7432432432432432,0.013513513513513514,0.12162162162162166,0.0,0.027027027027027032,0.6756756756756757,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,74.0,sinking more money into that stupid pipeline hallucination,sinking more money into that STUPIDDDDD pipeline hallucination
2016-08-26 05:36:45.891067+00,21.0,,144578.0,approved,0.0,0.0,0.0,11.0,0.0,0.7432432432432432,0.013513513513513514,0.12162162162162166,0.0,0.027027027027027032,0.6756756756756757,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,74.0,sinking more money into that stupid pipeline hallucination,sinking more money into that Stuuupidd pipeline hallucination
2016-08-26 05:36:45.891067+00,21.0,,144578.0,approved,0.0,0.0,0.0,11.0,0.0,0.7432432432432432,0.013513513513513514,0.12162162162162166,0.0,0.027027027027027032,0.6756756756756757,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,74.0,sinking more money into that stupid pipeline hallucination,sinking more money into that stupiddddd pipeline hallucination
2017-06-24 23:31:40.596823+00,54.0,5472218.0,348111.0,approved,0.0,0.0,2.0,18.0,2.0,0.7567567567567568,0.013513513513513514,0.16216216216216214,0.013513513513513514,0.027027027027027032,0.7162162162162162,0.013513513513513514,,,,,,,,,,,,,,,,,,,,,,,,,0.0,74.0,the article is basically stupid,the article is basically stpd
2017-06-24 23:31:40.596823+00,54.0,5472218.0,348111.0,approved,0.0,0.0,2.0,18.0,2.0,0.7567567567567568,0.013513513513513514,0.16216216216216214,0.013513513513513514,0.027027027027027032,0.7162162162162162,0.013513513513513514,,,,,,,,,,,,,,,,,,,,,,,,,0.0,74.0,the article is basically stupid,the article is basically STUPIDDDDD
2017-06-24 23:31:40.596823+00,54.0,5472218.0,348111.0,approved,0.0,0.0,2.0,18.0,2.0,0.7567567567567568,0.013513513513513514,0.16216216216216214,0.013513513513513514,0.027027027027027032,0.7162162162162162,0.013513513513513514,,,,,,,,,,,,,,,,,,,,,,,,,0.0,74.0,the article is basically stupid,the article is basically Stuuupidd
2017-03-06 05:49:08.989955+00,21.0,,317136.0,rejected,0.0,0.0,0.0,0.0,0.0,0.8518518518518517,0.018518518518518517,0.05555555555555555,0.0,0.07407407407407407,0.8333333333333333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,54.0,another stupid racist comment by a commenter for hire,another stupiddddd racist comment by a commenter for hire
2017-03-06 05:49:08.989955+00,21.0,,317136.0,rejected,0.0,0.0,0.0,0.0,0.0,0.8518518518518517,0.018518518518518517,0.05555555555555555,0.0,0.07407407407407407,0.8333333333333333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,54.0,another stupid racist comment by a commenter for hire,another stpd racist comment by a commenter for hire
2017-03-06 05:49:08.989955+00,21.0,,317136.0,rejected,0.0,0.0,0.0,0.0,0.0,0.8518518518518517,0.018518518518518517,0.05555555555555555,0.0,0.07407407407407407,0.8333333333333333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,54.0,another stupid racist comment by a commenter for hire,another STUPIDDDDD racist comment by a commenter for hire
2017-07-03 14:19:27.560731+00,54.0,5519816.0,351164.0,approved,0.0,0.0,0.0,0.0,0.0,0.8378378378378378,0.027027027027027032,0.14864864864864866,0.0,0.013513513513513514,0.7432432432432432,0.013513513513513514,,,,,,,,,,,,,,,,,,,,,,,,,0.0,74.0,what an absolutely stupid post,what an absolutely Stuuupidd post
2017-07-03 14:19:27.560731+00,54.0,5519816.0,351164.0,approved,0.0,0.0,0.0,0.0,0.0,0.8378378378378378,0.027027027027027032,0.14864864864864866,0.0,0.013513513513513514,0.7432432432432432,0.013513513513513514,,,,,,,,,,,,,,,,,,,,,,,,,0.0,74.0,what an absolutely stupid post,what an absolutely stupiddddd post
2017-07-03 14:19:27.560731+00,54.0,5519816.0,351164.0,approved,0.0,0.0,0.0,0.0,0.0,0.8378378378378378,0.027027027027027032,0.14864864864864866,0.0,0.013513513513513514,0.7432432432432432,0.013513513513513514,,,,,,,,,,,,,,,,,,,,,,,,,0.0,74.0,what an absolutely stupid post,what an absolutely stpd post
2017-03-02 19:59:32.667348+00,55.0,1067589.0,316346.0,approved,1.0,1.0,1.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,why is everyone and everything connected to trump so dirty,why is everyone and everything connected to trump so dirtyyyy
2017-02-01 03:52:23.082001+00,54.0,,165403.0,rejected,0.0,0.0,0.0,1.0,7.0,0.8428571428571427,0.07142857142857144,0.7714285714285714,0.6714285714285714,0.0,0.2714285714285714,0.014285714285714284,,,,,,,,,,,,,,,,,,,,,,,,,0.0,70.0,dont let that door hit your ass on the way out sport,dont let that door hit your as on the way out sport
2017-02-01 03:52:23.082001+00,54.0,,165403.0,rejected,0.0,0.0,0.0,1.0,7.0,0.8428571428571427,0.07142857142857144,0.7714285714285714,0.6714285714285714,0.0,0.2714285714285714,0.014285714285714284,,,,,,,,,,,,,,,,,,,,,,,,,0.0,70.0,dont let that door hit your ass on the way out sport,dont let that door hit your AS on the way out sport
2017-02-01 03:52:23.082001+00,54.0,,165403.0,rejected,0.0,0.0,0.0,1.0,7.0,0.8428571428571427,0.07142857142857144,0.7714285714285714,0.6714285714285714,0.0,0.2714285714285714,0.014285714285714284,,,,,,,,,,,,,,,,,,,,,,,,,0.0,70.0,dont let that door hit your ass on the way out sport,dont let that door hit your assssss on the way out sport
2017-04-15 17:15:50.117258+00,21.0,5135130.0,327067.0,approved,0.0,1.0,0.0,4.0,0.0,0.5540540540540541,0.013513513513513514,0.0945945945945946,0.0,0.0,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,74.0,please elaborate in what sense is it a stupid comment,please elaborate in what sense is it a STUPIDDDDD comment
2017-04-15 17:15:50.117258+00,21.0,5135130.0,327067.0,approved,0.0,1.0,0.0,4.0,0.0,0.5540540540540541,0.013513513513513514,0.0945945945945946,0.0,0.0,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,74.0,please elaborate in what sense is it a stupid comment,please elaborate in what sense is it a Stuuupidd comment
2017-04-15 17:15:50.117258+00,21.0,5135130.0,327067.0,approved,0.0,1.0,0.0,4.0,0.0,0.5540540540540541,0.013513513513513514,0.0945945945945946,0.0,0.0,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,74.0,please elaborate in what sense is it a stupid comment,please elaborate in what sense is it a stupiddddd comment
2017-08-17 19:27:33.859759+00,102.0,5788426.0,367610.0,approved,1.0,0.0,0.0,5.0,0.0,0.9685534591194968,0.090146750524109,0.07477288609364081,0.0034940600978336828,0.9196366177498252,0.928022361984626,0.0006988120195667365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1431.0,proving you dont have to be poor to be white trash,proving you dont have to be poor to be white traaaash
2017-08-17 19:27:33.859759+00,102.0,5788426.0,367610.0,approved,1.0,0.0,0.0,5.0,0.0,0.9685534591194968,0.090146750524109,0.07477288609364081,0.0034940600978336828,0.9196366177498252,0.928022361984626,0.0006988120195667365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1431.0,proving you dont have to be poor to be white trash,proving you dont have to be poor to be white trassshhh
